Recorder
Anon @ British Lichen Society
Anon @ North Tynesde Borough Council
Anon @ Darlington & Teesdale N.H. Soc
Anon @ Nat Hist Soc Northumbria;Janet Simkin;Oliver Gilbert
Anon @ Durham Wildlife Trust;Janet Simkin
Anon @ D.W.S.
Anon @ BLS Excursion;Brian Coppins
Anon @ BLS Excursion
Anon @ BLS Excursion;Oliver Gilbert
Anon @ British Lichen Society;Ishpi Blatchley;Janet Simkin
Anon @ British Lichen Society;Doug McCutcheon
Anon @ British Lichen Society;Ivan Pedley
Anon @ Nat Hist Soc Northumbria;Janet Simkin
Anon @ British Lichen Society;Brian Coppins
Anon @ British Lichen Society;Brian Coppins;Janet Simkin
Anon @ BLS Excursion;David Hill
Anon @ British Lichen Society;David Hill
Anon @ Nat Hist Soc Northumbria;Alan Fryday;Janet Simkin
Anon @ British Lichen Society;Oliver Gilbert
Anon @ British Lichen Society;Oliver Gilbert;Gordon Graham
Anon @ Berwickshire Nat Club
Anon @ British Lichen Society;Janet Simkin
Anon @ British Lichen Society;Steve Price;Brian Coppins;Peter Lambley;Sandy Coppins
Anon @ British Lichen Society;Ishpi Blatchley
Anon @ British Lichen Society;Peter Lambley
Anon @ British Lichen Society;Steve Price;Brian Coppins;David Hill;Peter Lambley;Sandy Coppins
Anon @ British Lichen Society;Mike Sutcliffe
Anon @ Northumberland National Park
Anon @ Northumberland Wildlife Trust
Anon @ Northumberland Ecological Srvs
Anon @ Newcastle City Council

